Time SenderId SenderProto ReceiverId ReceiverProto   Commodity        Quantity           
299  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
300  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
300  74       LWR_storage 213        LWR_separations UOX_spent_stored 107536.99999999999 
300  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
301  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
301  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
301  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
302  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
302  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
302  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
303  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
303  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
303  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
304  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
304  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
304  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
305  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
305  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
305  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
306  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
306  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.3333         
306  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
307  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.3333         
307  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33330000001  
307  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.3333         
308  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
308  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
308  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
309  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
309  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
309  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
310  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
310  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
310  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
311  74       LWR_storage 187        LWR_separations UOX_spent_stored 83333.33329999998  
311  74       LWR_storage 213        LWR_separations UOX_spent_stored 83333.33329999998  
311  74       LWR_storage 186        LWR_separations UOX_spent_stored 83333.33329999998  
